247.0,148.0,27.0,12
243.0,143.0,15.0,15
254.0,189.0,73.0,7
249.0,109.0,12.0,6
251.0,152.0,47.0,6
223.0,58.0,5.0,9
244.0,117.0,31.0,2
213.0,77.0,2.0,10
254.0,96.0,13.0,8
253.0,109.0,29.0,8
240.0,120.0,0.0,10
243.0,140.0,13.0,15
246.0,168.0,62.0,12
243.0,138.0,13.0,15
249.0,106.0,12.0,6
254.0,203.0,0.0,3
243.0,137.0,12.0,15
201.0,64.0,1.0,20
249.0,100.0,76.0,7
249.0,100.0,70.0,7
255.0,167.0,66.0,6
253.0,120.0,5.0,1
244.0,136.0,1.0,10
236.0,116.0,14.0,12
253.0,114.0,32.0,8
253.0,119.0,6.0,1
254.0,195.0,83.0,7
249.0,107.0,73.0,7
244.0,121.0,30.0,2
226.0,72.0,13.0,9
254.0,99.0,19.0,8
253.0,118.0,6.0,1
241.0,100.0,31.0,2
251.0,81.0,8.0,8
254.0,106.0,1.0,4
233.0,101.0,1.0,10
246.0,90.0,13.0,12
255.0,43.0,0.0,8
218.0,61.0,42.0,6
254.0,188.0,101.0,6
214.0,58.0,4.0,9
253.0,108.0,4.0,5
254.0,174.0,48.0,7
252.0,123.0,4.0,1
194.0,48.0,3.0,9
202.0,51.0,5.0,9
239.0,123.0,10.0,15
249.0,94.0,72.0,7
253.0,102.0,19.0,8
254.0,90.0,6.0,8
248.0,115.0,11.0,6
246.0,158.0,27.0,12
253.0,102.0,16.0,8
254.0,183.0,5.0,5
254.0,94.0,1.0,4
247.0,140.0,2.0,10
254.0,89.0,5.0,8
255.0,160.0,1.0,3
244.0,106.0,32.0,2
235.0,116.0,12.0,30
253.0,110.0,9.0,5
251.0,158.0,4.0,5
247.0,134.0,57.0,9
254.0,201.0,0.0,3
254.0,190.0,12.0,5
254.0,191.0,9.0,5
245.0,104.0,3.0,3
243.0,133.0,13.0,15
253.0,106.0,22.0,8
255.0,82.0,0.0,4
254.0,179.0,56.0,7
252.0,123.0,11.0,6
254.0,198.0,0.0,3
254.0,92.0,9.0,8
236.0,111.0,0.0,10
249.0,97.0,71.0,7
254.0,196.0,0.0,3
255.0,40.0,1.0,12
239.0,124.0,14.0,15
237.0,86.0,35.0,2
254.0,91.0,8.0,8
253.0,203.0,90.0,7
253.0,69.0,2.0,8
255.0,189.0,102.0,6
253.0,142.0,2.0,3
226.0,93.0,1.0,20
237.0,56.0,9.0,9
242.0,99.0,31.0,2
250.0,113.0,4.0,1
255.0,95.0,31.0,286
245.0,128.0,1.0,10
253.0,67.0,3.0,8
244.0,142.0,14.0,15
247.0,176.0,31.0,12
255.0,102.0,0.0,299
253.0,128.0,11.0,1
250.0,102.0,74.0,7
253.0,127.0,12.0,1
253.0,66.0,2.0,8
253.0,123.0,40.0,8
255.0,185.0,66.0,7
250.0,101.0,73.0,7
253.0,131.0,44.0,16
253.0,128.0,71.0,7
254.0,123.0,2.0,3
247.0,93.0,14.0,6
254.0,124.0,1.0,4
253.0,70.0,3.0,8
253.0,140.0,6.0,5
242.0,101.0,32.0,2
242.0,101.0,31.0,2
237.0,115.0,13.0,12
255.0,192.0,104.0,6
250.0,112.0,11.0,6
247.0,99.0,1.0,3
254.0,59.0,0.0,4
255.0,98.0,1.0,4
253.0,124.0,5.0,1
250.0,96.0,73.0,7
252.0,146.0,10.0,5
246.0,187.0,81.0,12
252.0,159.0,1.0,3
253.0,123.0,5.0,1
253.0,122.0,6.0,1
249.0,116.0,11.0,6
243.0,153.0,15.0,15
252.0,132.0,42.0,8
237.0,101.0,15.0,9
253.0,126.0,11.0,6
254.0,115.0,2.0,4
210.0,65.0,12.0,12
255.0,182.0,63.0,7
253.0,119.0,75.0,7
253.0,127.0,5.0,5
250.0,110.0,2.0,3
254.0,57.0,1.0,4
253.0,135.0,1.0,3
243.0,158.0,44.0,12
246.0,100.0,13.0,6
253.0,127.0,4.0,5
238.0,89.0,34.0,2
244.0,129.0,30.0,2
253.0,126.0,6.0,1
167.0,1.0,1.0,9
253.0,124.0,10.0,1
238.0,88.0,34.0,2
251.0,89.0,7.0,9
253.0,124.0,7.0,1
243.0,155.0,43.0,12
244.0,132.0,10.0,15
247.0,163.0,35.0,12
246.0,98.0,13.0,6
255.0,47.0,2.0,4
