234.0,160.0,10.0,5
236.0,217.0,88.0,9
241.0,216.0,2.0,14
253.0,218.0,89.0,12
254.0,193.0,28.0,6
225.0,172.0,12.0,18
104.0,81.0,50.0,34
253.0,227.0,16.0,6
245.0,210.0,18.0,18
102.0,77.0,47.0,34
254.0,192.0,27.0,6
242.0,183.0,2.0,8
254.0,197.0,11.0,11
230.0,154.0,4.0,5
253.0,224.0,20.0,14
254.0,199.0,7.0,11
216.0,175.0,58.0,12
254.0,202.0,4.0,11
254.0,206.0,2.0,11
240.0,221.0,85.0,9
249.0,209.0,52.0,30
241.0,216.0,1.0,42
250.0,184.0,19.0,6
229.0,171.0,29.0,5
104.0,79.0,49.0,17
253.0,235.0,2.0,11
249.0,208.0,47.0,15
252.0,243.0,82.0,3
237.0,201.0,0.0,8
250.0,204.0,6.0,17
251.0,182.0,1.0,7
246.0,204.0,1.0,8
236.0,221.0,116.0,9
250.0,189.0,44.0,2
230.0,164.0,2.0,4
115.0,78.0,7.0,8
249.0,213.0,76.0,12
232.0,211.0,78.0,9
249.0,215.0,52.0,4
253.0,224.0,41.0,12
110.0,86.0,50.0,34
249.0,202.0,25.0,15
244.0,218.0,73.0,20
233.0,168.0,28.0,2
249.0,205.0,13.0,4
243.0,249.0,63.0,6
207.0,96.0,2.0,5
227.0,214.0,93.0,9
253.0,209.0,22.0,6
230.0,143.0,2.0,5
253.0,212.0,13.0,4
248.0,224.0,77.0,10
254.0,185.0,6.0,11
248.0,224.0,72.0,10
237.0,173.0,34.0,2
254.0,189.0,3.0,7
182.0,165.0,13.0,10
106.0,76.0,48.0,17
236.0,104.0,7.0,8
253.0,218.0,3.0,11
253.0,205.0,25.0,6
211.0,96.0,4.0,5
114.0,91.0,51.0,17
229.0,161.0,9.0,5
220.0,171.0,18.0,36
244.0,215.0,33.0,18
0.0,0.0,0.0,26
249.0,206.0,51.0,15
253.0,237.0,1.0,11
245.0,199.0,38.0,3
237.0,204.0,1.0,14
196.0,139.0,9.0,8
253.0,220.0,12.0,7
253.0,207.0,71.0,2
236.0,203.0,102.0,3
104.0,75.0,49.0,17
244.0,221.0,69.0,10
244.0,220.0,75.0,10
220.0,178.0,24.0,18
253.0,209.0,35.0,15
250.0,215.0,61.0,4
254.0,230.0,19.0,6
254.0,243.0,0.0,11
228.0,228.0,227.0,16
250.0,214.0,62.0,15
245.0,232.0,138.0,9
254.0,246.0,1.0,11
242.0,217.0,2.0,56
221.0,186.0,75.0,24
238.0,212.0,1.0,28
254.0,227.0,20.0,6
244.0,142.0,15.0,6
231.0,158.0,3.0,4
250.0,212.0,54.0,15
238.0,207.0,0.0,14
237.0,216.0,84.0,9
234.0,189.0,11.0,3
238.0,211.0,1.0,14
230.0,177.0,19.0,18
232.0,232.0,232.0,16
254.0,243.0,1.0,11
202.0,122.0,35.0,8
237.0,215.0,82.0,9
230.0,184.0,5.0,17
250.0,209.0,61.0,15
229.0,203.0,34.0,5
250.0,211.0,45.0,15
250.0,208.0,71.0,2
134.0,61.0,5.0,8
246.0,205.0,27.0,4
243.0,169.0,15.0,2
251.0,200.0,16.0,15
251.0,195.0,39.0,2
237.0,225.0,118.0,9
233.0,218.0,95.0,9
231.0,159.0,14.0,2
254.0,254.0,1.0,11
210.0,151.0,10.0,18
242.0,210.0,26.0,18
252.0,166.0,19.0,6
246.0,215.0,41.0,18
220.0,218.0,213.0,16
254.0,225.0,104.0,12
230.0,181.0,47.0,12
254.0,248.0,0.0,11
254.0,252.0,1.0,11
246.0,215.0,31.0,18
250.0,223.0,32.0,18
222.0,169.0,20.0,18
225.0,202.0,54.0,9
254.0,251.0,1.0,33
229.0,208.0,67.0,9
172.0,126.0,84.0,8
231.0,166.0,2.0,4
238.0,213.0,0.0,14
247.0,183.0,27.0,2
254.0,249.0,1.0,11
230.0,200.0,1.0,14
227.0,147.0,10.0,8
250.0,215.0,68.0,15
254.0,244.0,0.0,11
242.0,207.0,16.0,18
247.0,171.0,8.0,8
249.0,227.0,88.0,7
245.0,220.0,69.0,10
246.0,190.0,49.0,2
254.0,210.0,25.0,6
245.0,218.0,71.0,10
250.0,207.0,10.0,4
221.0,172.0,35.0,5
193.0,135.0,1.0,5
249.0,221.0,98.0,15
233.0,195.0,28.0,18
245.0,214.0,68.0,7
236.0,118.0,10.0,6
144.0,92.0,6.0,5
244.0,239.0,174.0,9
242.0,215.0,1.0,28
136.0,86.0,40.0,8
255.0,208.0,1.0,11
250.0,208.0,47.0,15
238.0,206.0,1.0,14
254.0,223.0,14.0,7
225.0,190.0,44.0,20
251.0,176.0,41.0,2
249.0,231.0,116.0,7
234.0,184.0,7.0,17
254.0,222.0,10.0,7
250.0,206.0,36.0,15
245.0,224.0,76.0,10
250.0,203.0,56.0,7
209.0,84.0,2.0,5
245.0,223.0,76.0,10
72.0,49.0,4.0,8
